Географска хијерархија - Округ,Географска хијерархија - Општина,Географска хијерархија - Основна школа,Школска година,Број ученика,Просек 6. разред,Просек 7. разред,Просек 8. разред,Просечан број бодова из ОШ,Просек бодова - Матерњи језик,Просек поена - Матерњи језик,Просек станд. скор - Матерњи језик,Просек бодова - Математика,Просек поена - Математика,Просек станд. скор - Математика,Просек бодова - Трећи тест,Просек поена - Трећи тест,Просек станд. скор - Трећи тест,Просек - завршни испит,Укупан просечан број поена
Севернобачки управни округ,Суботица,"Школски центар са домом ученика ""Доситеј Обрадовић"", Суботица",2022/23,10,4.80,4.99,4.99,59.14,13.83,,,13.23,,,11.79,,,38.85,
Севернобачки управни округ,Бачка Топола,"ОШ ""18. октобар"", Ново Орахово",2022/23,15,4.12,3.98,4.15,49.05,7.75,11.07,524,9.19,13.13,533,7.82,13.03,454,24.76,103.91
Севернобачки управни округ,Бачка Топола,"ОШ  ""Братство-јединство"", Бајша",2022/23,13,4.22,3.97,3.84,48.15,4.36,6.23,410,6.41,9.15,438,6.92,11.54,417,17.69,99.12
Севернобачки управни округ,Бачка Топола,"ОШ ""Стари Ковач Ђула"", Стара Моравица",2022/23,28,4.19,4.11,4.13,49.73,6.04,8.40,464,5.40,7.46,397,6.94,11.65,434,18.38,93.71
Севернобачки управни округ,Бачка Топола,"ОШ ""Дожа Ђерђ"", Гунарош",2022/23,11,4.18,4.05,4.10,49.34,7.13,10.18,504,8.02,11.45,493,8.97,14.95,523,24.12,90.55
Севернобачки управни округ,Бачка Топола,"ОШ ""Никола Тесла"", Бачка Топола",2022/23,65,4.28,4.20,4.23,50.85,7.43,10.25,495,7.14,9.89,455,8.25,13.43,475,22.82,89.15
Севернобачки управни округ,Бачка Топола,"ОШ ""Чаки Лајош"", Бачка Топола",2022/23,64,4.11,3.97,4.08,48.64,6.97,9.53,483,7.39,9.99,458,7.37,12.14,434,21.74,88.67
Севернобачки управни округ,Бачка Топола,"ОШ ""Вук Караџић"", Криваја",2022/23,8,4.50,4.40,4.45,53.43,8.88,11.30,514,9.01,12.20,511,9.38,14.60,493,27.27,81.19
Севернобачки управни округ,Бачка Топола,"ОШ ""Моша Пијаде"", Пачир",2022/23,25,3.89,3.81,3.76,45.86,7.29,9.08,470,6.97,8.79,429,8.16,12.68,464,22.43,76.99
Севернобачки управни округ,Мали Иђош,"ОШ ""Вук Караџић"", Ловћенац",2022/23,42,4.02,3.80,3.96,47.07,6.03,8.68,453,6.94,10.04,459,8.55,14.16,503,21.52,80.85
Севернобачки управни округ,Мали Иђош,"ОШ ""Никола Ђурковић"", Фекетић",2022/23,27,3.99,3.93,4.10,48.07,7.58,10.13,502,7.84,9.71,451,7.24,11.80,444,22.67,79.94
Севернобачки управни округ,Мали Иђош,"Огледна основна школа ""Ади Ендре"", Мали Иђош",2022/23,32,3.98,3.83,4.02,47.34,6.10,8.50,464,6.02,8.33,418,6.87,11.07,416,18.99,76.94
Шумадијски управни округ,Крагујевац,"Прва крагујевачка гимназија, Крагујевац",2022/23,19,4.97,4.95,4.94,59.44,10.89,15.55,614,13.19,18.84,669,11.37,18.95,591,35.44,275.63
Шумадијски управни округ,Крагујевац,"ОШ ""Трећи крагујевачки батаљон"", Крагујевац",2022/23,90,4.28,4.19,4.24,50.81,8.66,12.37,539,10.44,14.92,575,9.90,16.49,553,29.00,102.74
Шумадијски управни округ,Крагујевац,"ОШ ""Станислав Сремчевић"", Крагујевац",2022/23,132,4.53,4.38,4.38,53.19,8.89,12.75,548,10.33,14.69,570,9.82,16.35,537,29.04,101.50
Шумадијски управни округ,Крагујевац,"ОШ ""21. октобар"", Крагујевац",2022/23,92,4.58,4.41,4.47,53.80,8.79,12.59,544,9.81,14.11,556,10.31,17.17,582,28.92,100.73
Шумадијски управни округ,Крагујевац,"ОШ ""Мирко Јовановић"", Крагујевац",2022/23,139,4.27,4.16,4.29,50.85,9.44,13.45,565,9.98,14.22,559,9.22,15.34,526,28.65,100.53
Шумадијски управни округ,Крагујевац,"ОШ ""Радоје Домановић"", Крагујевац",2022/23,106,4.47,4.36,4.39,52.88,9.14,13.10,556,10.80,15.40,587,9.85,16.44,555,29.78,100.20
Шумадијски управни округ,Крагујевац,"ОШ ""Мома Станојловић"", Крагујевац",2022/23,99,4.24,4.18,4.27,50.76,9.37,13.36,562,10.85,15.43,588,10.59,17.61,594,30.82,98.87
Шумадијски управни округ,Крагујевац,"ОШ ""Јулијана Ћатић"", Страгари",2022/23,8,4.16,4.12,4.25,50.11,7.79,11.13,510,9.45,13.50,541,8.06,13.44,479,25.30,95.41
Шумадијски управни округ,Крагујевац,"ОШ ""Свети Сава"", Крагујевац",2022/23,64,4.16,4.10,4.13,49.56,7.77,11.06,508,9.44,13.53,542,10.35,17.25,593,27.56,94.78
Шумадијски управни округ,Крагујевац,"ОШ ""Вук Стефановић Караџић"", Крагујевац",2022/23,132,4.13,4.07,4.15,49.39,8.36,11.90,528,9.72,13.86,550,10.00,16.65,567,28.07,90.89
Шумадијски управни округ,Крагујевац,"ОШ ""Милутин и Драгиња Тодоровић"", Крагујевац",2022/23,105,4.12,4.00,4.20,49.26,8.02,11.46,518,9.14,13.05,531,9.97,16.62,562,27.13,89.51
Шумадијски управни округ,Крагујевац,"ОШ ""Живадинка Дивац"", Крагујевац",2022/23,73,4.23,4.14,4.23,50.43,9.64,13.72,571,9.20,13.13,531,9.67,16.07,555,28.52,88.74
Шумадијски управни округ,Крагујевац,"ОШ ""Драгиша Луковић Шпанац"", Крагујевац",2022/23,62,3.85,3.71,3.80,45.45,9.05,13.34,562,8.86,13.97,553,7.74,13.09,455,25.65,88.68
Шумадијски управни округ,Крагујевац,"ОШ ""Светозар Марковић"", Крагујевац",2022/23,112,4.11,3.95,4.08,48.57,8.02,11.46,518,8.96,12.80,525,9.75,16.25,556,26.73,88.08
Шумадијски управни округ,Крагујевац,"ОШ ""Ђура Јакшић"", Крагујевац",2022/23,33,3.71,3.82,3.88,45.63,5.71,7.81,432,5.87,8.32,418,6.78,11.10,404,18.35,86.30
Шумадијски управни округ,Крагујевац,"ОШ ""Јован Поповић"", Крагујевац",2022/23,75,4.12,4.17,4.20,49.97,8.14,11.63,522,8.72,12.46,517,8.83,14.72,504,25.70,83.12
Шумадијски управни округ,Крагујевац,"ОШ ""Драгиша Михајловић"", Крагујевац",2022/23,49,4.28,4.10,4.25,50.55,6.68,9.54,473,8.30,11.86,502,8.69,14.49,516,23.67,82.91
Шумадијски управни округ,Крагујевац,"ОШ ""Милоје Симовић"", Драгобраћа",2022/23,37,3.80,3.77,3.83,45.62,7.94,11.34,515,8.03,11.47,493,8.76,14.59,519,24.72,82.35
Шумадијски управни округ,Крагујевац,"ОШ ""Наталија Нана Недељковић"", Грошница",2022/23,71,3.65,3.62,3.66,43.69,7.62,10.89,505,8.12,11.61,496,8.18,13.64,487,23.93,77.16
Шумадијски управни округ,Крагујевац,"ОШ ""Сретен Младеновић"", Десимировац",2022/23,51,4.19,4.02,4.17,49.52,6.70,9.36,469,8.32,11.81,501,8.35,13.84,499,23.38,76.60
Шумадијски управни округ,Крагујевац,"ОШ ""19. октобар"", Маршић",2022/23,30,3.87,3.75,3.86,45.89,7.91,11.30,514,8.87,12.67,522,10.20,17.00,579,26.98,76.08
Шумадијски управни округ,Крагујевац,"ОШ ""Доситеј Обрадовић"", Ердеч",2022/23,38,3.66,3.75,3.72,44.53,8.14,11.51,519,10.59,15.00,577,9.38,15.51,538,28.11,74.64
Шумадијски управни округ,Крагујевац,"ОШ ""Прота Стеван Поповић"", Чумић",2022/23,18,4.09,4.02,3.92,48.15,6.55,9.36,469,10.23,14.61,568,9.30,15.50,546,26.08,74.23
Шумадијски управни округ,Крагујевац,"Школа за основно и средње образовање ""Вукашин Марковић"", Крагујевац",2022/23,37,3.27,3.28,3.44,39.93,11.65,,,11.71,,,9.92,,,33.28,
Шумадијски управни округ,Крагујевац,"Школа са домом за ученике оштећеног слуха, Крагујевац",2022/23,9,3.80,3.77,3.71,45.14,9.18,,,9.49,,,7.93,,,26.60,
Шумадијски управни округ,Аранђеловац,"ОШ ""Милан Илић Чича"", Аранђеловац",2022/23,138,4.37,4.27,4.33,51.87,8.58,12.25,536,9.86,14.08,555,10.23,17.04,581,28.66,96.74
Шумадијски управни округ,Аранђеловац,"ОШ ""Светолик Ранковић"", Аранђеловац",2022/23,66,4.29,4.23,4.36,51.53,7.91,11.20,515,9.29,13.14,533,8.86,14.71,523,26.07,93.51
Шумадијски управни округ,Аранђеловац,"ОШ ""Илија Гарашанин"", Аранђеловац",2022/23,61,3.97,3.96,4.01,47.75,9.32,13.33,562,8.92,13.52,542,9.69,16.36,546,27.93,92.91
Шумадијски управни округ,Аранђеловац,"ОШ ""Веља Герасимовић"", Венчане",2022/23,21,3.82,3.75,3.79,45.45,7.78,11.12,510,8.20,11.71,499,8.06,13.43,490,24.04,86.94
Шумадијски управни округ,Аранђеловац,"ОШ ""Први српски устанак"", Орашац",2022/23,16,4.05,3.96,3.94,47.82,8.55,12.22,536,7.68,10.97,481,9.94,16.56,569,26.17,84.36
Шумадијски управни округ,Аранђеловац,"ОШ ""Милош Обреновић"", Аранђеловац",2022/23,46,4.00,3.86,3.86,46.86,9.05,13.45,565,9.43,13.99,553,8.73,15.15,531,27.21,79.12
Шумадијски управни округ,Аранђеловац,"ОШ ""Славко Поповић"", Даросава",2022/23,23,4.03,3.85,3.91,47.18,5.77,8.24,442,7.65,10.93,480,10.64,17.74,602,24.07,78.03
Шумадијски управни округ,Аранђеловац,"ОШ ""Душан Радоњић"", Бања",2022/23,18,4.27,4.14,4.14,50.22,7.62,10.89,505,8.56,12.22,511,9.40,15.67,538,25.58,75.80
Шумадијски управни округ,Аранђеловац,"ОШ ""Вук Караџић"", Стојник",2022/23,7,3.99,3.97,4.09,48.23,7.90,11.29,514,11.40,16.29,608,8.14,13.57,495,27.44,75.67
Шумадијски управни округ,Аранђеловац,"ОШ ""Свети Сава"", Аранђеловац",2022/23,54,3.98,3.93,3.92,47.34,6.75,9.53,473,7.69,10.81,477,9.40,15.58,535,23.84,75.14
Шумадијски управни округ,Аранђеловац,"ОШ ""Љубомир Љуба Ненадовић"", Раниловић",2022/23,15,3.93,3.84,3.80,46.28,6.16,8.80,456,5.93,8.47,421,8.72,14.53,509,20.81,67.09
Шумадијски управни округ,Лапово,"ОШ ""Светозар Марковић"", Лапово (варошица)",2022/23,52,3.90,3.71,3.80,45.60,6.36,9.07,462,6.88,9.75,454,7.88,13.13,476,21.12,74.90
Шумадијски управни округ,Баточина,"ОШ ""Свети Сава"", Баточина",2022/23,80,3.87,3.75,3.77,45.58,6.44,9.11,463,7.18,10.24,464,8.05,13.35,484,21.67,73.11
Шумадијски управни округ,Кнић,"ОШ ""Рада Шубакић"", Гружа",2022/23,26,3.82,3.84,3.87,46.13,7.82,10.84,504,8.49,12.04,507,8.80,14.62,526,25.12,73.43
Шумадијски управни округ,Кнић,"ОШ ""Свети Сава"", Топоница",2022/23,31,3.88,3.79,3.88,46.20,7.96,11.08,509,9.34,13.12,532,9.09,15.02,531,26.38,72.47
Шумадијски управни округ,Кнић,"ОШ ""Вук Караџић"", Кнић",2022/23,45,3.91,3.65,3.64,44.81,7.05,9.60,474,8.63,12.01,506,9.39,15.47,542,25.07,69.35
Шумадијски управни округ,Рача,"ОШ ""Карађорђе"", Рача",2022/23,93,4.06,3.85,3.93,47.36,6.57,9.17,464,6.70,9.25,440,7.41,12.16,447,20.67,70.10
Шумадијски управни округ,Топола,"ОШ ""Милан Благојевић"", Наталинци",2022/23,19,3.55,3.56,3.90,44.02,7.76,10.24,489,9.45,12.88,527,9.74,15.79,541,26.95,70.91
Шумадијски управни округ,Топола,"ОШ ""Живко Томић"", Доња Шаторња",2022/23,21,3.84,3.75,3.90,45.94,5.57,7.55,426,7.60,10.80,477,8.67,14.33,513,21.84,67.82
Шумадијски управни округ,Топола,"ОШ ""Сестре Радовић"", Белосавци",2022/23,21,3.59,3.74,3.74,44.29,6.85,7.97,436,8.32,10.18,462,9.29,14.41,503,24.45,67.78
Шумадијски управни округ,Топола,"ОШ ""Карађорђе"", Топола (варошица)",2022/23,101,3.86,3.71,3.77,45.33,6.72,9.20,465,7.86,10.96,481,8.52,14.00,488,23.10,67.72
Шумадијски управни округ,Топола,"ОШ ""Милутин Јеленић"", Горња Трнава",2022/23,21,3.73,3.63,3.75,44.40,6.18,8.63,452,6.57,9.25,440,7.61,12.63,450,20.36,64.84
Пиротски управни округ,Пирот,"ОШ ""Вук Караџић"", Пирот",2022/23,126,4.37,4.11,4.13,50.42,7.64,10.83,503,8.14,11.63,497,8.53,14.14,502,24.31,100.63
Пиротски управни округ,Пирот,"ОШ ""8. септембар"", Пирот",2022/23,138,4.20,4.08,4.08,49.45,7.96,11.37,516,8.31,11.88,503,8.56,14.27,495,24.83,99.00
Пиротски управни округ,Пирот,"ОШ ""Свети Сава"", Пирот",2022/23,85,4.04,3.97,4.06,48.30,7.00,9.90,481,8.40,11.93,504,8.66,14.36,500,24.05,91.40
Пиротски управни округ,Пирот,"ОШ ""Душан Радовић"", Пирот",2022/23,77,3.89,3.85,3.96,46.81,7.50,8.86,457,7.81,10.08,460,8.29,12.39,462,23.61,80.44
Пиротски управни округ,Пирот,"Школа за основно и средње образовање ""Младост"", Пирот",2022/23,10,4.64,4.77,4.70,56.43,10.05,,,10.01,,,9.27,,,29.33,
Пиротски управни округ,Бела Паланка,"ОШ ""Љупче Шпанац"", Бела Паланка",2022/23,62,4.18,4.09,4.23,50.02,6.65,9.50,472,6.79,9.69,451,8.21,13.68,483,21.64,74.52
Пиротски управни округ,Бела Паланка,"ОШ ""Јован Аранђеловић"", Црвена Река",2022/23,23,2.75,2.76,2.86,33.48,7.74,7.00,413,5.76,7.25,392,9.10,12.13,444,22.59,66.39
Пиротски управни округ,Димитровград,"ОШ ""Христо Ботев"", Димитровград",2022/23,55,4.03,3.88,3.88,47.16,6.70,9.47,471,6.85,9.82,454,7.71,12.78,447,21.27,72.76
Пиротски управни округ,Бабушница,"ОШ ""Младост"", Велико Боњинце",2022/23,1,4.50,4.40,4.73,54.52,7.00,10.00,484,7.00,10.00,458,7.80,13.00,489,21.80,76.32
Пиротски управни округ,Бабушница,"ОШ ""Деспот Стефан Лазаревић"", Бабушница",2022/23,52,4.09,3.97,4.06,48.43,7.08,10.12,486,8.07,11.53,494,7.75,12.91,473,22.90,72.00
Пиротски управни округ,Бабушница,"Основна школа са домом ученика ""Добринка Богдановић"", Стрелац",2022/23,5,3.31,3.31,3.41,40.13,6.09,5.75,384,6.16,5.50,350,6.60,8.50,328,18.85,69.41
Пиротски управни округ,Бабушница,"ОШ ""Братство"", Звонце",2022/23,5,4.03,4.00,4.16,48.76,6.86,9.80,479,6.44,9.20,439,6.60,11.00,391,19.90,68.66
Поморавски управни округ,Ћуприја,"ОШ ""Ђура Јакшић"", Ћуприја",2022/23,76,4.51,4.43,4.45,53.55,7.18,10.26,490,8.32,11.89,503,8.25,13.76,480,23.76,114.47
Поморавски управни округ,Ћуприја,"ОШ ""Вук Караџић"", Ћуприја",2022/23,56,4.25,4.13,4.15,50.14,6.62,8.96,459,7.03,9.59,448,8.04,13.09,464,21.68,96.00
Поморавски управни округ,Ћуприја,"ОШ ""13. октобар"", Ћуприја",2022/23,68,4.38,4.21,4.27,51.43,6.42,9.18,464,7.15,10.21,463,8.01,13.35,477,21.58,82.18
Поморавски управни округ,Ћуприја,"Школа за музичке таленте, Ћуприја",2022/23,6,4.38,4.30,4.36,52.15,6.18,,,4.55,,,4.20,,,14.93,
Поморавски управни округ,Параћин,"ОШ ""Ђура Јакшић"", Параћин",2022/23,62,4.32,4.15,4.17,50.57,7.20,9.97,483,9.40,13.18,534,8.03,13.17,471,24.64,100.40
Поморавски управни округ,Параћин,"ОШ ""Стеван Јаковљевић"", Параћин",2022/23,77,4.33,4.30,4.33,51.80,8.18,11.71,524,10.20,14.63,568,10.30,17.35,585,28.68,100.06
Поморавски управни округ,Параћин,"ОШ ""Момчило Поповић Озрен"", Параћин",2022/23,98,3.97,3.89,3.93,47.16,7.50,10.64,497,8.58,12.21,511,8.74,14.51,508,24.82,90.30
Поморавски управни округ,Параћин,"ОШ ""Радоје Домановић"", Параћин",2022/23,65,4.04,4.08,4.13,49.01,7.58,10.47,492,8.39,11.83,502,8.75,14.56,507,24.72,88.39
Поморавски управни округ,Параћин,"ОШ ""Бранко Крсмановић"", Сикирица",2022/23,43,4.16,4.03,4.14,49.32,6.12,8.74,454,8.29,11.84,502,8.60,14.33,506,23.00,86.24
